method,action,qid,question,recall_at_5,mrr,ndcg_at_5,reward,rewrite_cost,retrieval_calls,queries,top_docs,gold_docs
Hybrid original,keep,5ab613985542992aa134a418,What kind of material forms the wrapping for the chocolate candies that Hershey Kissables were shaped like?,1.0,0.5,0.6934264036172708,1.25,0.0,2,What kind of material forms the wrapping for the chocolate candies that Hershey Kissables were shaped like?,Changzhou sesame candy | Hershey's Kissables | Hershey's Kisses | Hershey's Drops | World Orthography,Hershey's Kissables | Hershey's Kisses
Hybrid keyword,keyword_compress,5ab613985542992aa134a418,What kind of material forms the wrapping for the chocolate candies that Hershey Kissables were shaped like?,1.0,1.0,1.0,1.5,0.0,2,kind material forms wrapping chocolate candies hershey kissables shaped like,Hershey's Kissables | Hershey's Kisses | Hershey's Drops | Changzhou sesame candy | Chocolaterie Robert,Hershey's Kissables | Hershey's Kisses
Dense original,keep,5ab7ee895542995dae37e9f6,What is the happiest town Sarasota county Florida?,0.0,0.0,0.0,0.0,0.0,1,What is the happiest town Sarasota county Florida?,"Sarasota, Florida | Sarasota County Sheriff's Office | Sarasota County Area Transit | Stevens-Gilchrist House | Florida's 16th congressional district","Plantation, Sarasota County, Florida | Venice, Florida"
Dense keyword,keyword_compress,5ab7ee895542995dae37e9f6,What is the happiest town Sarasota county Florida?,0.0,0.0,0.0,0.0,0.0,1,happiest town sarasota county florida,"Sarasota, Florida | Sarasota County Sheriff's Office | Sarasota County Area Transit | Stevens-Gilchrist House | Florida's 16th congressional district","Plantation, Sarasota County, Florida | Venice, Florida"
Hybrid original,keep,5ab7ee895542995dae37e9f6,What is the happiest town Sarasota county Florida?,0.5,0.5,0.38685280723454163,0.75,0.0,2,What is the happiest town Sarasota county Florida?,"Sarasota, Florida | Venice, Florida | Sarasota County Sheriff's Office | Florida's 16th congressional district | Stevens-Gilchrist House","Plantation, Sarasota County, Florida | Venice, Florida"
Hybrid keyword,keyword_compress,5ab7ee895542995dae37e9f6,What is the happiest town Sarasota county Florida?,0.5,0.5,0.38685280723454163,0.75,0.0,2,happiest town sarasota county florida,"Sarasota, Florida | Venice, Florida | Sarasota County Sheriff's Office | Florida's 16th congressional district | Sarasota County Area Transit","Plantation, Sarasota County, Florida | Venice, Florida"
Dense original,keep,5ac2680055429963665199a8,What position did Ernest Newman hold at Her Majesty's Royal Palace and Fortress?,0.5,1.0,0.6131471927654584,1.0,0.0,1,What position did Ernest Newman hold at Her Majesty's Royal Palace and Fortress?,Ernest Newman (priest) | Royal Palace of Brussels | List of British royal residences | Alhambra | Louvre Palace,Ernest Newman (priest) | Tower of London
Dense keyword,keyword_compress,5ac2680055429963665199a8,What position did Ernest Newman hold at Her Majesty's Royal Palace and Fortress?,1.0,1.0,0.8503449055347546,1.5,0.0,1,position ernest newman hold majesty s royal palace fortress,Ernest Newman (priest) | Royal Palace of Brussels | Royal palace of Werla | List of British royal residences | Tower of London,Ernest Newman (priest) | Tower of London
Hybrid original,keep,5ac2680055429963665199a8,What position did Ernest Newman hold at Her Majesty's Royal Palace and Fortress?,1.0,1.0,0.8503449055347546,1.5,0.0,2,What position did Ernest Newman hold at Her Majesty's Royal Palace and Fortress?,Ernest Newman (priest) | Majesty Cruise Line | Royal Palace of Brussels | List of British royal residences | Tower of London,Ernest Newman (priest) | Tower of London
Hybrid keyword,keyword_compress,5ac2680055429963665199a8,What position did Ernest Newman hold at Her Majesty's Royal Palace and Fortress?,1.0,1.0,0.8772153153380493,1.5,0.0,2,position ernest newman hold majesty s royal palace fortress,Ernest Newman (priest) | Royal Palace of Brussels | Royal Alcazar of Madrid | Tower of London | Hans Majestet Kongens Garde,Ernest Newman (priest) | Tower of London
Dense original,keep,5ac298f9554299657fa28fc9,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",1.0,1.0,1.0,1.5,0.0,1,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",Ian Watkins (Lostprophets) | Josey Scott | Lostprophets | Under Your Skin (album) | In It to Win It (Saliva album),Ian Watkins (Lostprophets) | Josey Scott
Dense keyword,keyword_compress,5ac298f9554299657fa28fc9,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",1.0,1.0,1.0,1.5,0.0,1,josey scott ian watkins both promising musicians these talented men incarcerated impacting career rock band,Ian Watkins (Lostprophets) | Josey Scott | Lostprophets | Under Your Skin (album) | In It to Win It (Saliva album),Ian Watkins (Lostprophets) | Josey Scott
Hybrid original,keep,5ac298f9554299657fa28fc9,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",1.0,1.0,1.0,1.5,0.0,2,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",Ian Watkins (Lostprophets) | Josey Scott | Lostprophets | Under Your Skin (album) | In It to Win It (Saliva album),Ian Watkins (Lostprophets) | Josey Scott
Hybrid keyword,keyword_compress,5ac298f9554299657fa28fc9,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",1.0,1.0,0.8772153153380493,1.5,0.0,2,josey scott ian watkins both promising musicians these talented men incarcerated impacting career rock band,Ian Watkins (Lostprophets) | Under Your Skin (album) | Lostprophets | Josey Scott | Shinobi vs. Dragon Ninja,Ian Watkins (Lostprophets) | Josey Scott
Dense original,keep,5a81f49c5542995ce29dcc9a,The physicist that saw a deficiency in Newton's classical theory of gravity received a Nobel Prize in what year?,0.5,1.0,0.6131471927654584,1.0,0.0,1,The physicist that saw a deficiency in Newton's classical theory of gravity received a Nobel Prize in what year?,Albert Einstein | Abdus Salam | Aage Bohr | List of Nobel laureates in Physiology or Medicine | Massive gravity,Albert Einstein | Cosmic catastrophe
Dense keyword,keyword_compress,5a81f49c5542995ce29dcc9a,The physicist that saw a deficiency in Newton's classical theory of gravity received a Nobel Prize in what year?,1.0,1.0,0.8503449055347546,1.5,0.0,1,physicist saw deficiency newton s classical theory gravity received nobel prize year,Albert Einstein | Abdus Salam | Aage Bohr | Massive gravity | Cosmic catastrophe,Albert Einstein | Cosmic catastrophe
Hybrid original,keep,5a81f49c5542995ce29dcc9a,The physicist that saw a deficiency in Newton's classical theory of gravity received a Nobel Prize in what year?,1.0,1.0,1.0,1.5,0.0,2,The physicist that saw a deficiency in Newton's classical theory of gravity received a Nobel Prize in what year?,Albert Einstein | Cosmic catastrophe | Massive gravity | Aage Bohr | Abdus Salam,Albert Einstein | Cosmic catastrophe
Hybrid keyword,keyword_compress,5a81f49c5542995ce29dcc9a,The physicist that saw a deficiency in Newton's classical theory of gravity received a Nobel Prize in what year?,1.0,1.0,1.0,1.5,0.0,2,physicist saw deficiency newton s classical theory gravity received nobel prize year,Albert Einstein | Cosmic catastrophe | Massive gravity | Abdus Salam | Aage Bohr,Albert Einstein | Cosmic catastrophe
Dense original,keep,5ae234005542994d89d5b392,Who has the highest scope in profession in  Rob Thomas or  James Dean Bradfield,1.0,1.0,1.0,1.5,0.0,1,Who has the highest scope in profession in  Rob Thomas or  James Dean Bradfield,James Dean Bradfield | Rob Thomas (musician) | An English Gentleman | The Everlasting (song) | So Why So Sad,James Dean Bradfield | Rob Thomas (musician)
Dense keyword,keyword_compress,5ae234005542994d89d5b392,Who has the highest scope in profession in  Rob Thomas or  James Dean Bradfield,1.0,1.0,0.9197207891481876,1.5,0.0,1,highest scope profession rob thomas james dean bradfield,James Dean Bradfield | An English Gentleman | Rob Thomas (musician) | The Everlasting (song) | So Why So Sad,James Dean Bradfield | Rob Thomas (musician)
Hybrid original,keep,5ae234005542994d89d5b392,Who has the highest scope in profession in  Rob Thomas or  James Dean Bradfield,1.0,1.0,1.0,1.5,0.0,2,Who has the highest scope in profession in  Rob Thomas or  James Dean Bradfield,Rob Thomas (musician) | James Dean Bradfield | So Why So Sad | The Everlasting (song) | An English Gentleman,James Dean Bradfield | Rob Thomas (musician)
Hybrid keyword,keyword_compress,5ae234005542994d89d5b392,Who has the highest scope in profession in  Rob Thomas or  James Dean Bradfield,1.0,1.0,1.0,1.5,0.0,2,highest scope profession rob thomas james dean bradfield,James Dean Bradfield | Rob Thomas (musician) | An English Gentleman | Found That Soul | The Everlasting (song),James Dean Bradfield | Rob Thomas (musician)
Dense original,keep,5a7b9a8a554299042af8f78d,"What Taylor swift song released December 7, 2008 was written by the same writer as ""You Belong to Me""?",0.5,0.5,0.38685280723454163,0.75,0.0,1,"What Taylor swift song released December 7, 2008 was written by the same writer as ""You Belong to Me""?",You Belong with Me | Liz Rose | The Taylor Swift Holiday Collection | Our Song (Taylor Swift song) | Picture to Burn,Liz Rose | White Horse (Taylor Swift song)
Dense keyword,keyword_compress,5a7b9a8a554299042af8f78d,"What Taylor swift song released December 7, 2008 was written by the same writer as ""You Belong to Me""?",0.5,0.5,0.38685280723454163,0.75,0.0,1,taylor swift song released december 7 2008 written same writer you belong me,You Belong with Me | Liz Rose | Our Song (Taylor Swift song) | The Taylor Swift Holiday Collection | Love Story (Taylor Swift song),Liz Rose | White Horse (Taylor Swift song)
Hybrid original,keep,5a7b9a8a554299042af8f78d,"What Taylor swift song released December 7, 2008 was written by the same writer as ""You Belong to Me""?",1.0,0.5,0.6509209298071326,1.25,0.0,2,"What Taylor swift song released December 7, 2008 was written by the same writer as ""You Belong to Me""?",You Belong with Me | Liz Rose | The Taylor Swift Holiday Collection | White Horse (Taylor Swift song) | Fearless (Taylor Swift song),Liz Rose | White Horse (Taylor Swift song)
Hybrid keyword,keyword_compress,5a7b9a8a554299042af8f78d,"What Taylor swift song released December 7, 2008 was written by the same writer as ""You Belong to Me""?",1.0,0.5,0.6240505200038379,1.25,0.0,2,taylor swift song released december 7 2008 written same writer you belong me,You Belong with Me | Liz Rose | The Taylor Swift Holiday Collection | Our Song (Taylor Swift song) | White Horse (Taylor Swift song),Liz Rose | White Horse (Taylor Swift song)
Dense original,keep,5a83f07455429933447460be,Are Brainerd Lakes Regional Airport and Sawyer International Airport located in Europe?,1.0,1.0,1.0,1.5,0.0,1,Are Brainerd Lakes Regional Airport and Sawyer International Airport located in Europe?,Brainerd Lakes Regional Airport | Sawyer International Airport | Marquette County Airport | Manassas Regional Airport | John Glenn Columbus International Airport,Brainerd Lakes Regional Airport | Sawyer International Airport
Dense keyword,keyword_compress,5a83f07455429933447460be,Are Brainerd Lakes Regional Airport and Sawyer International Airport located in Europe?,1.0,1.0,1.0,1.5,0.0,1,brainerd lakes regional airport sawyer international airport located europe,Brainerd Lakes Regional Airport | Sawyer International Airport | Marquette County Airport | John Glenn Columbus International Airport | Manassas Regional Airport,Brainerd Lakes Regional Airport | Sawyer International Airport
Hybrid original,keep,5a83f07455429933447460be,Are Brainerd Lakes Regional Airport and Sawyer International Airport located in Europe?,1.0,1.0,1.0,1.5,0.0,2,Are Brainerd Lakes Regional Airport and Sawyer International Airport located in Europe?,Brainerd Lakes Regional Airport | Sawyer International Airport | Marquette County Airport | Grantley Adams International Airport | Manassas Regional Airport,Brainerd Lakes Regional Airport | Sawyer International Airport
Hybrid keyword,keyword_compress,5a83f07455429933447460be,Are Brainerd Lakes Regional Airport and Sawyer International Airport located in Europe?,1.0,1.0,1.0,1.5,0.0,2,brainerd lakes regional airport sawyer international airport located europe,Brainerd Lakes Regional Airport | Sawyer International Airport | Marquette County Airport | Grantley Adams International Airport | John Glenn Columbus International Airport,Brainerd Lakes Regional Airport | Sawyer International Airport
Dense original,keep,5ae51fa25542992663a4f11f,Where is the group of islands named after Purdue University's professor of forest ecology from 1947 to 1973?,0.5,0.3333333333333333,0.3065735963827292,0.6666666666666666,0.0,1,Where is the group of islands named after Purdue University's professor of forest ecology from 1947 to 1973?,William Wallace Covington | James A. Estes | Lindsey Islands | Olevi Kull | Kevin Eikenberry,Alton A. Lindsey | Lindsey Islands
Dense keyword,keyword_compress,5ae51fa25542992663a4f11f,Where is the group of islands named after Purdue University's professor of forest ecology from 1947 to 1973?,1.0,0.5,0.6509209298071326,1.25,0.0,1,group islands named after purdue university s professor forest ecology 1947 1973,William Wallace Covington | Lindsey Islands | James A. Estes | Alton A. Lindsey | Olevi Kull,Alton A. Lindsey | Lindsey Islands
Hybrid original,keep,5ae51fa25542992663a4f11f,Where is the group of islands named after Purdue University's professor of forest ecology from 1947 to 1973?,1.0,1.0,0.8503449055347546,1.5,0.0,2,Where is the group of islands named after Purdue University's professor of forest ecology from 1947 to 1973?,Lindsey Islands | William Wallace Covington | James A. Estes | Kevin Eikenberry | Alton A. Lindsey,Alton A. Lindsey | Lindsey Islands
Hybrid keyword,keyword_compress,5ae51fa25542992663a4f11f,Where is the group of islands named after Purdue University's professor of forest ecology from 1947 to 1973?,1.0,1.0,0.9197207891481876,1.5,0.0,2,group islands named after purdue university s professor forest ecology 1947 1973,Lindsey Islands | William Wallace Covington | Alton A. Lindsey | Kevin Eikenberry | James A. Estes,Alton A. Lindsey | Lindsey Islands
Dense original,keep,5a7e355055429934daa2fbf4,whodesigned the first theoretical mechanism for the detonation of an atomic bomb and was part of the group of scientists who first discovered nuclear fission?,1.0,1.0,1.0,1.5,0.0,1,whodesigned the first theoretical mechanism for the detonation of an atomic bomb and was part of the group of scientists who first discovered nuclear fission?,Otto Robert Frisch | Lise Meitner | British contribution to the Manhattan Project | Uranium hydride bomb | History of nuclear weapons,Lise Meitner | Otto Robert Frisch
Dense keyword,keyword_compress,5a7e355055429934daa2fbf4,whodesigned the first theoretical mechanism for the detonation of an atomic bomb and was part of the group of scientists who first discovered nuclear fission?,1.0,1.0,1.0,1.5,0.0,1,whodesigned first theoretical mechanism detonation atomic bomb part group scientists first discovered nuclear fission,Otto Robert Frisch | Lise Meitner | Uranium hydride bomb | British contribution to the Manhattan Project | History of nuclear weapons,Lise Meitner | Otto Robert Frisch
